timestamp,open,high,low,close,volume
2026-01-12 22:19:36.840934,2997.9671587311777,3000.591098979958,2996.128443493078,2997.9671587311777,144020.31904249542
2026-01-12 22:20:36.840934,2997.1304303963507,3002.4233260151154,2995.2214755234095,2997.1304303963507,67794.69423536042
2026-01-12 22:21:36.840934,2996.0313668671715,2998.860749167616,2995.42708156305,2996.0313668671715,9503.39287887748
2026-01-12 22:22:36.840934,2993.3658240723544,2998.4421098947564,2987.5977607284435,2993.3658240723544,908.909404986447
2026-01-12 22:23:36.840934,2990.2024142044643,2990.5317961475153,2988.9631008942456,2990.2024142044643,5150.404027538984
2026-01-12 22:24:36.840934,2992.0746324139495,2994.56734798766,2988.4847065325857,2992.0746324139495,65801.51212814251
2026-01-12 22:25:36.840934,2991.6642916908636,2994.4513142749406,2988.7197071957207,2991.6642916908636,143861.28689752336
2026-01-12 22:26:36.840934,2991.3518950947423,2993.2675679692584,2986.5661995023092,2991.3518950947423,1785.738146628212
2026-01-12 22:27:36.840934,2992.8512139185727,2997.433525448584,2991.1712294427666,2992.8512139185727,6528.561929017128
2026-01-12 22:28:36.840934,2989.655814907725,2993.5619317137443,2989.2333022646912,2989.655814907725,10018.258088396233
2026-01-12 22:29:36.840934,2990.6846746374927,2996.642153042889,2987.2239106141874,2990.6846746374927,496968.30615778494
2026-01-12 22:30:36.840934,2989.56026898155,2995.288148742834,2988.774505757829,2989.56026898155,4483.199968138859
2026-01-12 22:31:36.840934,2987.8840185687413,2992.2141157217056,2983.3022241631265,2987.8840185687413,6112.522736891403
2026-01-12 22:32:36.840934,2989.5387651313636,2990.7082960122566,2987.1073202452935,2989.5387651313636,7904.134473263746
2026-01-12 22:33:36.840934,2988.8372814122185,2992.475727750001,2983.484823220739,2988.8372814122185,13302.175287073
2026-01-12 22:34:36.840934,2988.2014190874684,2992.409958119586,2983.428625815713,2988.2014190874684,19341.873645699612
2026-01-12 22:35:36.840934,2988.552479314801,2993.0133252023315,2987.7837344212226,2988.552479314801,79350.22696187624
2026-01-12 22:36:36.840934,2990.7874043780967,2994.338198574529,2987.0043430304695,2990.7874043780967,2224.8168801654415
2026-01-12 22:37:36.840934,2991.2179143171948,2991.4606240250378,2985.8746572270593,2991.2179143171948,6254.343870283568
2026-01-12 22:38:36.840934,2990.730201430979,2993.5292740720643,2988.547681205772,2990.730201430979,952.7366239104537
2026-01-12 22:39:36.840934,2991.4147412034536,2991.629267919362,2989.3031364989733,2991.4147412034536,32362.17551750152
2026-01-12 22:40:36.840934,2991.4154118445826,2992.5023389798275,2989.6298041871005,2991.4154118445826,1703523.450781776
2026-01-12 22:41:36.840934,2995.7916066350776,2999.6625470247013,2990.545771202065,2995.7916066350776,7288.396118856389
2026-01-12 22:42:36.840934,2995.521817378497,2997.690465557045,2990.0478638110844,2995.521817378497,9639.488544867541
2026-01-12 22:43:36.840934,2993.0812251110397,2994.150229291271,2989.451705692292,2993.0812251110397,544101.9311432648
2026-01-12 22:44:36.840934,2999.4209638682405,3002.0857615742034,2995.9319241733783,2999.4209638682405,9932.822454257623
2026-01-12 22:45:36.840934,3000.685200902852,3001.3306366399443,2994.7043429693617,3000.685200902852,188889.67433404975
2026-01-12 22:46:36.840934,2999.909426699516,3004.420085211854,2997.0711770802477,2999.909426699516,125650.4247571394
2026-01-12 22:47:36.840934,3000.167112883384,3001.4540846531945,2994.498534670216,3000.167112883384,20889.31686489846
