timestamp,open,high,low,close,volume
2026-01-12 22:19:36.840934,50023.81102175272,50071.554569386455,49972.55612660204,50023.81102175272,70350.85422817257
2026-01-12 22:20:36.840934,50051.68518561715,50065.89560528497,50019.71224918585,50051.68518561715,31597.64798953092
2026-01-12 22:21:36.840934,50035.82932672621,50045.0978930887,50019.15005474385,50035.82932672621,240552.41780394554
2026-01-12 22:22:36.840934,50002.363860820435,50056.683769687195,49957.17403759114,50002.363860820435,8907.005299509647
2026-01-12 22:23:36.840934,50006.96567404218,50042.77628441483,49951.2606149735,50006.96567404218,93965.6224341198
2026-01-12 22:24:36.840934,50013.00820713013,50082.82602801749,49948.35378704203,50013.00820713013,40098.70184046657
2026-01-12 22:25:36.840934,49967.88589657849,50008.62309385981,49920.50543025412,49967.88589657849,10275.820419336807
2026-01-12 22:26:36.840934,49950.36866800335,49992.1503041181,49937.35354185229,49950.36866800335,377493.5361175139
2026-01-12 22:27:36.840934,49947.44244298757,50017.63575264766,49919.09671729662,49947.44244298757,59129.073863488775
2026-01-12 22:28:36.840934,49961.9923793255,50041.12353063267,49956.44845903442,49961.9923793255,46074.876979989174
2026-01-12 22:29:36.840934,49961.5914364142,50057.4735365012,49875.08198842352,49961.5914364142,25269.260411652394
2026-01-12 22:30:36.840934,49965.29850757811,50011.889126116075,49899.28750238163,49965.29850757811,32847.23008226837
2026-01-12 22:31:36.840934,49946.823707617405,50012.593590719094,49925.21496580157,49946.823707617405,4260.312281958375
2026-01-12 22:32:36.840934,49987.42280865512,50076.9792735686,49939.367578754755,49987.42280865512,518315.33593290456
2026-01-12 22:33:36.840934,49998.278560328115,50062.828356279344,49914.60270298906,49998.278560328115,71852.3994389454
2026-01-12 22:34:36.840934,50028.358667473214,50039.463472380616,49966.515528069416,50028.358667473214,342821.98745215865
2026-01-12 22:35:36.840934,50012.21913264103,50071.67598334725,49987.03714964589,50012.21913264103,2393.244983130236
2026-01-12 22:36:36.840934,49994.494170684906,50067.312649574895,49930.98823613699,49994.494170684906,5348.761865944432
2026-01-12 22:37:36.840934,50040.079300413185,50094.192352264705,49990.502348888054,50040.079300413185,6729.0602420185805
2026-01-12 22:38:36.840934,50069.22077162542,50162.23752021885,50014.25452030769,50069.22077162542,636607.9069806971
